order_id,order_date,product_id,product_name,category,region,channel,quantity,unit_price,discount_pct,revenue,cost,profit,returned,customer_id
501606,2024-06-07,1011,Jeans,Apparel,Latin America,Mobile App,1,48.52,0.0,48.52,26.91,21.61,0,C01534
501607,2024-09-16,1012,Jacket,Apparel,Asia Pacific,Marketplace,2,88.76,0.15,150.89,78.42,72.47,0,C00108
501608,2025-03-09,1010,T-Shirt,Apparel,Middle East,Website,1,79.05,0.1,71.14,50.89,20.25,0,C00458
501609,2024-10-09,1012,Jacket,Apparel,Latin America,Mobile App,1,88.76,0.0,88.76,39.21,49.55,0,C01772
501610,2025-02-27,1023,Water Bottle,Sports,Middle East,Mobile App,1,55.97,0.0,55.97,28.38,27.59,0,C00680
501611,2025-05-09,1020,Yoga Mat,Sports,Europe,Website,1,27.52,0.0,27.52,14.15,13.37,0,C01071
501612,2025-07-22,1014,Hoodie,Apparel,Latin America,Website,1,71.73,0.0,71.73,49.43,22.3,0,C00657
501613,2024-11-10,1023,Water Bottle,Sports,Middle East,Website,1,55.97,0.0,55.97,28.38,27.59,0,C01654
501614,2025-12-23,1023,Water Bottle,Sports,Latin America,Mobile App,1,55.97,0.05,53.17,28.38,24.79,0,C01618
501615,2025-11-06,1000,Wireless Earbuds,Electronics,North America,Mobile App,1,80.93,0.05,76.88,33.09,43.79,0,C00920
501616,2025-04-02,1006,Coffee Maker,Home & Kitchen,Europe,Website,1,110.15,0.05,104.64,67.43,37.21,0,C00308
501617,2025-06-04,1017,Moisturizer,Beauty,Latin America,Mobile App,1,177.23,0.05,168.37,77.42,90.95,0,C00612
501618,2025-07-17,1000,Wireless Earbuds,Electronics,Middle East,Mobile App,2,80.93,0.0,161.86,66.18,95.68,0,C00457
501619,2025-12-24,1024,Resistance Bands,Sports,North America,Website,1,73.75,0.0,73.75,46.0,27.75,0,C01041
501620,2025-10-13,1009,Vacuum Cleaner,Home & Kitchen,North America,Mobile App,2,64.34,0.0,128.68,74.8,53.88,0,C00413
501621,2024-05-28,1012,Jacket,Apparel,Latin America,Marketplace,1,88.76,0.0,88.76,39.21,49.55,0,C00339
501622,2025-03-21,1020,Yoga Mat,Sports,North America,Website,1,27.52,0.0,27.52,14.15,13.37,1,C01199
501623,2024-08-15,1013,Sneakers,Apparel,Asia Pacific,Website,1,39.27,0.05,37.31,19.98,17.33,0,C00088
501624,2024-02-08,1009,Vacuum Cleaner,Home & Kitchen,Latin America,Marketplace,1,64.34,0.0,64.34,37.4,26.94,0,C01120
501625,2025-02-14,1008,Cookware Set,Home & Kitchen,Middle East,Mobile App,3,55.01,0.0,165.03,83.46,81.57,0,C01203
501626,2024-10-20,1021,Dumbbells,Sports,Middle East,Website,1,18.19,0.2,14.55,7.58,6.97,1,C00079
501627,2024-06-28,1014,Hoodie,Apparel,Latin America,Website,1,71.73,0.0,71.73,49.43,22.3,0,C00771
501628,2024-07-25,1003,Laptop Stand,Electronics,Middle East,Website,1,22.02,0.0,22.02,9.36,12.66,0,C00306
501629,2024-02-04,1021,Dumbbells,Sports,Middle East,Mobile App,2,18.19,0.1,32.74,15.16,17.58,0,C00779
501630,2025-12-16,1024,Resistance Bands,Sports,Europe,Mobile App,2,73.75,0.0,147.5,92.0,55.5,0,C01216
501631,2025-11-21,1002,Bluetooth Speaker,Electronics,North America,Website,2,26.25,0.15,44.62,33.4,11.22,0,C00053
501632,2025-11-01,1023,Water Bottle,Sports,North America,Marketplace,1,55.97,0.0,55.97,28.38,27.59,0,C00090
501633,2024-03-29,1005,Air Fryer,Home & Kitchen,Asia Pacific,Mobile App,1,16.13,0.0,16.13,6.54,9.59,0,C01359
501634,2024-12-27,1007,Blender,Home & Kitchen,Latin America,Website,2,29.86,0.0,59.72,37.28,22.44,0,C01402
501635,2024-07-24,1017,Moisturizer,Beauty,Middle East,Website,3,177.23,0.1,478.52,232.26,246.26,0,C00197
501636,2025-12-21,1014,Hoodie,Apparel,North America,Marketplace,2,71.73,0.15,121.94,98.86,23.08,0,C00052
501637,2025-07-16,1023,Water Bottle,Sports,Asia Pacific,Mobile App,2,55.97,0.0,111.94,56.76,55.18,0,C00736
501638,2025-07-26,1021,Dumbbells,Sports,Middle East,Website,2,18.19,0.0,36.38,15.16,21.22,0,C01466
501639,2024-10-10,1000,Wireless Earbuds,Electronics,Europe,Mobile App,2,80.93,0.0,161.86,66.18,95.68,0,C00269
501640,2024-07-18,1013,Sneakers,Apparel,Latin America,Marketplace,1,39.27,0.0,39.27,19.98,19.29,1,C01621
501641,2025-08-11,1014,Hoodie,Apparel,North America,Website,1,71.73,0.0,71.73,49.43,22.3,0,C01051
501642,2025-02-20,1019,Sunscreen,Beauty,Middle East,Website,1,106.12,0.0,106.12,56.32,49.8,0,C00308
501643,2024-03-15,1010,T-Shirt,Apparel,Middle East,Website,1,79.05,0.0,79.05,50.89,28.16,0,C01773
501644,2024-04-29,1001,Smart Watch,Electronics,Middle East,Marketplace,1,123.31,0.0,123.31,59.9,63.41,0,C00328
501645,2025-07-04,1010,T-Shirt,Apparel,Middle East,Website,1,79.05,0.05,75.1,50.89,24.21,0,C00526
501646,2025-03-29,1016,Shampoo,Beauty,Latin America,Mobile App,2,24.14,0.0,48.28,19.76,28.52,0,C00868
501647,2024-09-06,1015,Face Serum,Beauty,Asia Pacific,Marketplace,2,80.28,0.0,160.56,101.14,59.42,1,C01002
501648,2025-04-14,1014,Hoodie,Apparel,Latin America,Marketplace,1,71.73,0.0,71.73,49.43,22.3,0,C01150
501649,2024-01-29,1018,Lipstick,Beauty,Latin America,Website,1,41.98,0.05,39.88,27.85,12.03,0,C00575
501650,2024-03-10,1021,Dumbbells,Sports,Latin America,Mobile App,1,18.19,0.15,15.46,7.58,7.88,0,C01367
501651,2024-08-13,1017,Moisturizer,Beauty,Europe,Mobile App,2,177.23,0.0,354.46,154.84,199.62,0,C00391
501652,2025-02-26,1019,Sunscreen,Beauty,Asia Pacific,Mobile App,1,106.12,0.0,106.12,56.32,49.8,0,C00720
501653,2024-01-10,1010,T-Shirt,Apparel,Asia Pacific,Website,1,79.05,0.0,79.05,50.89,28.16,0,C00814
501654,2024-04-05,1006,Coffee Maker,Home & Kitchen,Latin America,Mobile App,1,110.15,0.2,88.12,67.43,20.69,0,C01290
501655,2024-12-16,1010,T-Shirt,Apparel,North America,Mobile App,1,79.05,0.15,67.19,50.89,16.3,0,C01518
501656,2024-07-01,1006,Coffee Maker,Home & Kitchen,Latin America,Website,1,110.15,0.0,110.15,67.43,42.72,0,C01347
501657,2024-08-11,1016,Shampoo,Beauty,Middle East,Website,1,24.14,0.0,24.14,9.88,14.26,0,C00528
501658,2025-11-30,1024,Resistance Bands,Sports,Europe,Website,2,73.75,0.0,147.5,92.0,55.5,0,C00063
501659,2024-07-23,1007,Blender,Home & Kitchen,Europe,Mobile App,1,29.86,0.0,29.86,18.64,11.22,0,C00846
501660,2024-09-28,1004,USB-C Hub,Electronics,Europe,Website,3,109.12,0.05,310.99,150.24,160.75,0,C00792
501661,2024-09-12,1004,USB-C Hub,Electronics,Middle East,Website,1,109.12,0.1,98.21,50.08,48.13,0,C01382
501662,2024-04-19,1004,USB-C Hub,Electronics,North America,Marketplace,1,109.12,0.1,98.21,50.08,48.13,0,C00681
501663,2025-11-23,1001,Smart Watch,Electronics,Latin America,Mobile App,3,123.31,0.0,369.93,179.7,190.23,0,C00284
501664,2025-07-08,1021,Dumbbells,Sports,North America,Mobile App,1,18.19,0.05,17.28,7.58,9.7,1,C01064
501665,2025-01-15,1007,Blender,Home & Kitchen,Middle East,Website,3,29.86,0.2,71.66,55.92,15.74,0,C00762
501666,2025-08-11,1006,Coffee Maker,Home & Kitchen,Asia Pacific,Website,1,110.15,0.0,110.15,67.43,42.72,0,C01666
501667,2025-06-07,1010,T-Shirt,Apparel,Asia Pacific,Website,1,79.05,0.0,79.05,50.89,28.16,0,C00451
501668,2025-08-13,1002,Bluetooth Speaker,Electronics,Europe,Website,1,26.25,0.0,26.25,16.7,9.55,0,C00587
501669,2025-03-09,1023,Water Bottle,Sports,Latin America,Marketplace,2,55.97,0.1,100.75,56.76,43.99,0,C00569
501670,2024-02-03,1002,Bluetooth Speaker,Electronics,Middle East,Website,4,26.25,0.0,105.0,66.8,38.2,0,C01561
501671,2025-12-03,1007,Blender,Home & Kitchen,Europe,Website,1,29.86,0.0,29.86,18.64,11.22,0,C00504
501672,2024-05-03,1011,Jeans,Apparel,Middle East,Website,3,48.52,0.1,131.0,80.73,50.27,0,C00379
501673,2025-12-06,1018,Lipstick,Beauty,North America,Website,1,41.98,0.0,41.98,27.85,14.13,1,C00305
501674,2024-08-03,1019,Sunscreen,Beauty,Latin America,Mobile App,1,106.12,0.1,95.51,56.32,39.19,0,C01256
501675,2024-11-29,1007,Blender,Home & Kitchen,Asia Pacific,Mobile App,1,29.86,0.05,28.37,18.64,9.73,0,C01124
501676,2024-09-22,1008,Cookware Set,Home & Kitchen,Europe,Mobile App,1,55.01,0.05,52.26,27.82,24.44,0,C01684
501677,2024-08-30,1019,Sunscreen,Beauty,Asia Pacific,Website,1,106.12,0.0,106.12,56.32,49.8,1,C01466
501678,2025-09-19,1001,Smart Watch,Electronics,Asia Pacific,Website,2,123.31,0.0,246.62,119.8,126.82,0,C01783
501679,2025-05-25,1021,Dumbbells,Sports,Latin America,Website,2,18.19,0.2,29.1,15.16,13.94,0,C01383
501680,2025-12-18,1015,Face Serum,Beauty,Asia Pacific,Website,1,80.28,0.0,80.28,50.57,29.71,0,C00576
501681,2025-02-14,1015,Face Serum,Beauty,Asia Pacific,Website,2,80.28,0.2,128.45,101.14,27.31,0,C00189
501682,2025-08-08,1005,Air Fryer,Home & Kitchen,Europe,Marketplace,1,16.13,0.05,15.32,6.54,8.78,0,C01143
501683,2025-12-03,1022,Running Shoes,Sports,Europe,Mobile App,1,51.96,0.05,49.36,24.41,24.95,0,C01723
501684,2024-10-03,1000,Wireless Earbuds,Electronics,Europe,Mobile App,1,80.93,0.0,80.93,33.09,47.84,0,C00117
501685,2025-01-25,1009,Vacuum Cleaner,Home & Kitchen,Europe,Website,1,64.34,0.0,64.34,37.4,26.94,0,C01232
501686,2024-06-02,1008,Cookware Set,Home & Kitchen,Latin America,Mobile App,1,55.01,0.0,55.01,27.82,27.19,0,C00201
501687,2024-06-29,1000,Wireless Earbuds,Electronics,Latin America,Website,1,80.93,0.05,76.88,33.09,43.79,0,C00648
501688,2025-10-07,1007,Blender,Home & Kitchen,Middle East,Mobile App,1,29.86,0.15,25.38,18.64,6.74,0,C00487
501689,2024-11-19,1003,Laptop Stand,Electronics,Latin America,Website,1,22.02,0.0,22.02,9.36,12.66,0,C00428
501690,2025-07-29,1014,Hoodie,Apparel,Middle East,Website,1,71.73,0.0,71.73,49.43,22.3,0,C00064
501691,2024-04-11,1006,Coffee Maker,Home & Kitchen,Europe,Website,2,110.15,0.15,187.26,134.86,52.4,0,C01151
501692,2024-09-17,1019,Sunscreen,Beauty,Latin America,Mobile App,1,106.12,0.0,106.12,56.32,49.8,0,C01676
501693,2024-04-08,1020,Yoga Mat,Sports,Latin America,Mobile App,1,27.52,0.0,27.52,14.15,13.37,0,C01589
501694,2024-09-23,1023,Water Bottle,Sports,Asia Pacific,Website,1,55.97,0.05,53.17,28.38,24.79,0,C01674
501695,2025-07-24,1011,Jeans,Apparel,Asia Pacific,Website,1,48.52,0.0,48.52,26.91,21.61,0,C00613
501696,2025-02-25,1024,Resistance Bands,Sports,North America,Website,1,73.75,0.0,73.75,46.0,27.75,0,C01403
501697,2025-11-26,1012,Jacket,Apparel,Middle East,Website,3,88.76,0.0,266.28,117.63,148.65,0,C01763
501698,2025-08-12,1018,Lipstick,Beauty,Middle East,Website,1,41.98,0.0,41.98,27.85,14.13,0,C01641
501699,2024-10-18,1023,Water Bottle,Sports,Asia Pacific,Website,1,55.97,0.0,55.97,28.38,27.59,0,C00817
501700,2025-06-06,1007,Blender,Home & Kitchen,Latin America,Mobile App,1,29.86,0.0,29.86,18.64,11.22,0,C00467
501701,2025-04-02,1006,Coffee Maker,Home & Kitchen,North America,Website,3,110.15,0.0,330.45,202.29,128.16,0,C01663
501702,2024-10-20,1023,Water Bottle,Sports,Latin America,Mobile App,1,55.97,0.0,55.97,28.38,27.59,0,C01409
501703,2024-05-28,1022,Running Shoes,Sports,Europe,Mobile App,1,51.96,0.0,51.96,24.41,27.55,0,C01746
501704,2024-12-11,1018,Lipstick,Beauty,Latin America,Mobile App,1,41.98,0.0,41.98,27.85,14.13,0,C01200
501705,2025-08-08,1020,Yoga Mat,Sports,Latin America,Mobile App,1,27.52,0.1,24.77,14.15,10.62,0,C00522
501706,2024-03-14,1019,Sunscreen,Beauty,North America,Website,1,106.12,0.1,95.51,56.32,39.19,0,C00228
501707,2024-08-21,1011,Jeans,Apparel,Asia Pacific,Website,1,48.52,0.0,48.52,26.91,21.61,0,C01482
501708,2024-10-25,1000,Wireless Earbuds,Electronics,Asia Pacific,Mobile App,1,80.93,0.0,80.93,33.09,47.84,0,C00008
501709,2025-02-08,1019,Sunscreen,Beauty,Asia Pacific,Marketplace,1,106.12,0.0,106.12,56.32,49.8,0,C00312
501710,2025-01-06,1021,Dumbbells,Sports,Middle East,Mobile App,1,18.19,0.0,18.19,7.58,10.61,0,C00995
501711,2025-04-06,1003,Laptop Stand,Electronics,Latin America,Website,2,22.02,0.0,44.04,18.72,25.32,0,C00668
501712,2024-01-24,1000,Wireless Earbuds,Electronics,Europe,Mobile App,1,80.93,0.05,76.88,33.09,43.79,0,C00983
501713,2025-11-08,1011,Jeans,Apparel,Asia Pacific,Marketplace,2,48.52,0.1,87.34,53.82,33.52,0,C00926
501714,2025-12-18,1012,Jacket,Apparel,North America,Website,1,88.76,0.0,88.76,39.21,49.55,0,C01438
501715,2025-02-10,1013,Sneakers,Apparel,North America,Website,3,39.27,0.0,117.81,59.94,57.87,0,C00763
501716,2025-04-29,1014,Hoodie,Apparel,Middle East,Website,3,71.73,0.0,215.19,148.29,66.9,0,C00352
501717,2025-02-10,1013,Sneakers,Apparel,Middle East,Mobile App,1,39.27,0.0,39.27,19.98,19.29,0,C00300
501718,2024-03-26,1024,Resistance Bands,Sports,North America,Website,1,73.75,0.0,73.75,46.0,27.75,0,C00171
501719,2024-06-08,1022,Running Shoes,Sports,North America,Mobile App,1,51.96,0.0,51.96,24.41,27.55,0,C01360
501720,2025-02-03,1022,Running Shoes,Sports,Asia Pacific,Website,2,51.96,0.0,103.92,48.82,55.1,0,C00424
501721,2024-10-17,1013,Sneakers,Apparel,Latin America,Mobile App,1,39.27,0.1,35.34,19.98,15.36,0,C01662
501722,2024-05-14,1005,Air Fryer,Home & Kitchen,Middle East,Mobile App,2,16.13,0.0,32.26,13.08,19.18,0,C00576
501723,2024-01-30,1022,Running Shoes,Sports,North America,Mobile App,4,51.96,0.15,176.66,97.64,79.02,0,C01527
501724,2024-11-29,1006,Coffee Maker,Home & Kitchen,Latin America,Website,1,110.15,0.0,110.15,67.43,42.72,0,C00293
501725,2025-07-07,1010,T-Shirt,Apparel,Asia Pacific,Mobile App,1,79.05,0.05,75.1,50.89,24.21,0,C01412
501726,2024-05-18,1016,Shampoo,Beauty,Middle East,Website,2,24.14,0.0,48.28,19.76,28.52,0,C00252
501727,2025-09-03,1021,Dumbbells,Sports,Latin America,Mobile App,1,18.19,0.0,18.19,7.58,10.61,0,C00489
501728,2025-10-13,1010,T-Shirt,Apparel,Middle East,Website,1,79.05,0.0,79.05,50.89,28.16,0,C01336
501729,2025-10-17,1021,Dumbbells,Sports,Middle East,Website,1,18.19,0.05,17.28,7.58,9.7,0,C00592
501730,2024-12-21,1002,Bluetooth Speaker,Electronics,Latin America,Mobile App,2,26.25,0.05,49.88,33.4,16.48,0,C01607
501731,2024-04-01,1001,Smart Watch,Electronics,Latin America,Website,1,123.31,0.0,123.31,59.9,63.41,0,C00689
501732,2025-02-26,1004,USB-C Hub,Electronics,Asia Pacific,Website,2,109.12,0.0,218.24,100.16,118.08,0,C00041
501733,2024-01-11,1002,Bluetooth Speaker,Electronics,North America,Mobile App,1,26.25,0.0,26.25,16.7,9.55,0,C00229
501734,2024-05-19,1013,Sneakers,Apparel,Asia Pacific,Website,1,39.27,0.0,39.27,19.98,19.29,0,C00275
501735,2025-07-01,1008,Cookware Set,Home & Kitchen,North America,Mobile App,1,55.01,0.0,55.01,27.82,27.19,0,C01463
501736,2025-05-18,1023,Water Bottle,Sports,Latin America,Website,1,55.97,0.0,55.97,28.38,27.59,0,C01785
501737,2025-03-16,1015,Face Serum,Beauty,Asia Pacific,Mobile App,1,80.28,0.1,72.25,50.57,21.68,0,C00819
501738,2024-01-08,1018,Lipstick,Beauty,Middle East,Website,1,41.98,0.05,39.88,27.85,12.03,0,C01577
501739,2025-02-25,1008,Cookware Set,Home & Kitchen,Middle East,Website,1,55.01,0.0,55.01,27.82,27.19,0,C00907
501740,2024-09-12,1007,Blender,Home & Kitchen,Europe,Mobile App,2,29.86,0.0,59.72,37.28,22.44,0,C01203
501741,2025-10-23,1023,Water Bottle,Sports,Latin America,Mobile App,2,55.97,0.0,111.94,56.76,55.18,0,C00569
501742,2024-08-13,1019,Sunscreen,Beauty,Asia Pacific,Website,4,106.12,0.0,424.48,225.28,199.2,0,C00670
501743,2025-10-02,1015,Face Serum,Beauty,Europe,Mobile App,1,80.28,0.2,64.22,50.57,13.65,0,C01470
501744,2025-09-19,1015,Face Serum,Beauty,Asia Pacific,Website,1,80.28,0.0,80.28,50.57,29.71,0,C00951
501745,2025-06-28,1019,Sunscreen,Beauty,Asia Pacific,Website,2,106.12,0.0,212.24,112.64,99.6,0,C00658
501746,2024-03-11,1023,Water Bottle,Sports,Europe,Website,1,55.97,0.0,55.97,28.38,27.59,0,C00810
501747,2024-04-23,1015,Face Serum,Beauty,Latin America,Mobile App,1,80.28,0.1,72.25,50.57,21.68,0,C01558
501748,2024-10-05,1015,Face Serum,Beauty,Middle East,Website,2,80.28,0.05,152.53,101.14,51.39,0,C00390
501749,2024-11-24,1010,T-Shirt,Apparel,North America,Website,2,79.05,0.05,150.2,101.78,48.42,0,C00623
501750,2025-07-01,1015,Face Serum,Beauty,North America,Website,3,80.28,0.0,240.84,151.71,89.13,0,C01572
501751,2024-04-14,1011,Jeans,Apparel,Asia Pacific,Website,1,48.52,0.0,48.52,26.91,21.61,0,C01137
501752,2025-03-24,1010,T-Shirt,Apparel,North America,Website,1,79.05,0.2,63.24,50.89,12.35,0,C00114
501753,2024-06-03,1005,Air Fryer,Home & Kitchen,North America,Website,1,16.13,0.0,16.13,6.54,9.59,1,C01423
501754,2024-12-16,1024,Resistance Bands,Sports,Latin America,Website,1,73.75,0.0,73.75,46.0,27.75,0,C01704
501755,2025-05-25,1015,Face Serum,Beauty,Asia Pacific,Website,1,80.28,0.0,80.28,50.57,29.71,0,C00172
501756,2024-02-02,1009,Vacuum Cleaner,Home & Kitchen,Asia Pacific,Website,2,64.34,0.05,122.25,74.8,47.45,0,C01288
501757,2024-05-29,1002,Bluetooth Speaker,Electronics,North America,Website,1,26.25,0.15,22.31,16.7,5.61,0,C00050
501758,2025-02-05,1021,Dumbbells,Sports,North America,Mobile App,1,18.19,0.0,18.19,7.58,10.61,0,C01344
501759,2024-07-04,1015,Face Serum,Beauty,Europe,Marketplace,1,80.28,0.1,72.25,50.57,21.68,0,C00966
501760,2024-09-13,1000,Wireless Earbuds,Electronics,Latin America,Mobile App,2,80.93,0.0,161.86,66.18,95.68,0,C00534
501761,2024-05-04,1016,Shampoo,Beauty,Europe,Website,1,24.14,0.1,21.73,9.88,11.85,0,C00479
501762,2025-03-29,1002,Bluetooth Speaker,Electronics,Europe,Mobile App,1,26.25,0.0,26.25,16.7,9.55,0,C01446
501763,2024-02-04,1004,USB-C Hub,Electronics,Europe,Website,1,109.12,0.15,92.75,50.08,42.67,1,C00559
501764,2024-04-06,1020,Yoga Mat,Sports,Middle East,Mobile App,1,27.52,0.0,27.52,14.15,13.37,0,C01671
501765,2024-08-01,1000,Wireless Earbuds,Electronics,Latin America,Website,1,80.93,0.05,76.88,33.09,43.79,0,C01184
501766,2024-11-15,1007,Blender,Home & Kitchen,Asia Pacific,Website,1,29.86,0.15,25.38,18.64,6.74,0,C00508
501767,2024-02-13,1014,Hoodie,Apparel,Middle East,Mobile App,1,71.73,0.0,71.73,49.43,22.3,0,C01718
501768,2024-09-16,1001,Smart Watch,Electronics,Latin America,Mobile App,1,123.31,0.0,123.31,59.9,63.41,1,C01332
501769,2024-07-22,1011,Jeans,Apparel,Asia Pacific,Marketplace,2,48.52,0.0,97.04,53.82,43.22,0,C00093
501770,2025-11-13,1014,Hoodie,Apparel,Europe,Marketplace,1,71.73,0.1,64.56,49.43,15.13,0,C01520
501771,2024-08-29,1024,Resistance Bands,Sports,Latin America,Website,3,73.75,0.0,221.25,138.0,83.25,0,C00516
501772,2024-06-20,1018,Lipstick,Beauty,Asia Pacific,Mobile App,3,41.98,0.15,107.05,83.55,23.5,0,C01745
501773,2025-02-09,1017,Moisturizer,Beauty,Europe,Website,1,177.23,0.05,168.37,77.42,90.95,0,C01678
501774,2024-02-13,1012,Jacket,Apparel,Middle East,Mobile App,1,88.76,0.0,88.76,39.21,49.55,0,C00045
501775,2025-05-01,1004,USB-C Hub,Electronics,Middle East,Website,2,109.12,0.0,218.24,100.16,118.08,0,C01578
501776,2024-04-01,1020,Yoga Mat,Sports,Europe,Website,1,27.52,0.15,23.39,14.15,9.24,0,C00190
501777,2024-04-03,1011,Jeans,Apparel,Middle East,Website,2,48.52,0.0,97.04,53.82,43.22,0,C00072
501778,2025-10-02,1013,Sneakers,Apparel,North America,Website,1,39.27,0.15,33.38,19.98,13.4,0,C01052
501779,2025-10-22,1010,T-Shirt,Apparel,Europe,Mobile App,1,79.05,0.0,79.05,50.89,28.16,0,C01758
501780,2024-04-19,1013,Sneakers,Apparel,Europe,Website,1,39.27,0.0,39.27,19.98,19.29,0,C00407
501781,2024-11-20,1013,Sneakers,Apparel,Middle East,Mobile App,3,39.27,0.0,117.81,59.94,57.87,0,C01069
501782,2024-12-21,1001,Smart Watch,Electronics,Latin America,Mobile App,1,123.31,0.15,104.81,59.9,44.91,0,C00537
501783,2024-01-22,1005,Air Fryer,Home & Kitchen,Latin America,Website,2,16.13,0.2,25.81,13.08,12.73,0,C00956
501784,2024-05-17,1010,T-Shirt,Apparel,Asia Pacific,Marketplace,3,79.05,0.1,213.43,152.67,60.76,0,C01406
501785,2025-05-11,1017,Moisturizer,Beauty,Latin America,Mobile App,1,177.23,0.0,177.23,77.42,99.81,0,C00499
501786,2025-07-09,1013,Sneakers,Apparel,Latin America,Website,1,39.27,0.2,31.42,19.98,11.44,0,C01587
501787,2024-07-10,1015,Face Serum,Beauty,Middle East,Website,2,80.28,0.0,160.56,101.14,59.42,0,C00231
501788,2025-04-24,1011,Jeans,Apparel,Asia Pacific,Marketplace,2,48.52,0.0,97.04,53.82,43.22,0,C00362
501789,2025-09-05,1009,Vacuum Cleaner,Home & Kitchen,Middle East,Website,2,64.34,0.0,128.68,74.8,53.88,0,C00990
501790,2025-06-27,1015,Face Serum,Beauty,Europe,Website,2,80.28,0.0,160.56,101.14,59.42,0,C00608
501791,2024-09-26,1004,USB-C Hub,Electronics,Middle East,Website,1,109.12,0.0,109.12,50.08,59.04,0,C00980
501792,2024-01-01,1000,Wireless Earbuds,Electronics,Middle East,Website,1,80.93,0.2,64.74,33.09,31.65,0,C00899
501793,2024-07-08,1002,Bluetooth Speaker,Electronics,North America,Mobile App,1,26.25,0.0,26.25,16.7,9.55,0,C00986
501794,2025-01-07,1011,Jeans,Apparel,Middle East,Website,1,48.52,0.0,48.52,26.91,21.61,0,C00360
501795,2024-03-05,1020,Yoga Mat,Sports,Middle East,Mobile App,1,27.52,0.0,27.52,14.15,13.37,0,C01682
501796,2024-07-13,1011,Jeans,Apparel,Middle East,Mobile App,1,48.52,0.15,41.24,26.91,14.33,0,C00341
501797,2025-07-18,1024,Resistance Bands,Sports,Europe,Mobile App,1,73.75,0.15,62.69,46.0,16.69,1,C01060
501798,2024-11-26,1020,Yoga Mat,Sports,Latin America,Mobile App,1,27.52,0.0,27.52,14.15,13.37,0,C00018
501799,2024-04-23,1009,Vacuum Cleaner,Home & Kitchen,North America,Mobile App,4,64.34,0.1,231.62,149.6,82.02,0,C01431
501800,2024-03-09,1007,Blender,Home & Kitchen,North America,Mobile App,1,29.86,0.0,29.86,18.64,11.22,0,C01789
501801,2024-05-12,1009,Vacuum Cleaner,Home & Kitchen,Europe,Marketplace,3,64.34,0.0,193.02,112.2,80.82,0,C01210
501802,2024-07-25,1020,Yoga Mat,Sports,North America,Website,1,27.52,0.15,23.39,14.15,9.24,0,C00909
501803,2024-04-11,1008,Cookware Set,Home & Kitchen,North America,Mobile App,2,55.01,0.1,99.02,55.64,43.38,0,C00406
501804,2025-02-01,1020,Yoga Mat,Sports,Latin America,Mobile App,1,27.52,0.15,23.39,14.15,9.24,0,C01274
501805,2025-12-19,1011,Jeans,Apparel,Middle East,Website,1,48.52,0.0,48.52,26.91,21.61,0,C01002
501806,2025-01-10,1016,Shampoo,Beauty,Europe,Mobile App,3,24.14,0.0,72.42,29.64,42.78,0,C01512
501807,2024-03-13,1024,Resistance Bands,Sports,North America,Marketplace,2,73.75,0.1,132.75,92.0,40.75,0,C01757
501808,2024-08-01,1023,Water Bottle,Sports,Latin America,Marketplace,1,55.97,0.0,55.97,28.38,27.59,0,C01749
501809,2024-03-22,1007,Blender,Home & Kitchen,Latin America,Mobile App,2,29.86,0.0,59.72,37.28,22.44,0,C01762
501810,2024-03-03,1006,Coffee Maker,Home & Kitchen,Asia Pacific,Mobile App,1,110.15,0.1,99.14,67.43,31.71,1,C01235
501811,2025-03-01,1007,Blender,Home & Kitchen,Asia Pacific,Mobile App,1,29.86,0.05,28.37,18.64,9.73,0,C00208
501812,2024-02-29,1005,Air Fryer,Home & Kitchen,Middle East,Website,3,16.13,0.0,48.39,19.62,28.77,0,C00099
501813,2024-02-11,1005,Air Fryer,Home & Kitchen,North America,Mobile App,4,16.13,0.15,54.84,26.16,28.68,0,C00968
501814,2024-03-20,1017,Moisturizer,Beauty,Europe,Marketplace,1,177.23,0.0,177.23,77.42,99.81,0,C00187
501815,2024-04-09,1011,Jeans,Apparel,North America,Mobile App,2,48.52,0.0,97.04,53.82,43.22,0,C00652
501816,2025-06-28,1003,Laptop Stand,Electronics,Latin America,Website,1,22.02,0.0,22.02,9.36,12.66,0,C01335
501817,2025-06-22,1008,Cookware Set,Home & Kitchen,Europe,Mobile App,2,55.01,0.2,88.02,55.64,32.38,0,C00230
501818,2024-07-02,1000,Wireless Earbuds,Electronics,Middle East,Mobile App,1,80.93,0.1,72.84,33.09,39.75,0,C00549
501819,2025-03-01,1013,Sneakers,Apparel,North America,Mobile App,2,39.27,0.15,66.76,39.96,26.8,0,C00052
501820,2025-08-13,1024,Resistance Bands,Sports,Asia Pacific,Mobile App,1,73.75,0.15,62.69,46.0,16.69,1,C00997
501821,2025-12-20,1006,Coffee Maker,Home & Kitchen,Latin America,Marketplace,2,110.15,0.0,220.3,134.86,85.44,0,C00824
501822,2024-06-19,1000,Wireless Earbuds,Electronics,Europe,Mobile App,2,80.93,0.0,161.86,66.18,95.68,0,C00048
501823,2025-05-31,1016,Shampoo,Beauty,Asia Pacific,Mobile App,2,24.14,0.0,48.28,19.76,28.52,0,C00464
501824,2025-06-30,1006,Coffee Maker,Home & Kitchen,Middle East,Website,1,110.15,0.0,110.15,67.43,42.72,0,C00409
501825,2024-12-26,1006,Coffee Maker,Home & Kitchen,Asia Pacific,Mobile App,1,110.15,0.0,110.15,67.43,42.72,0,C00305
